name,college,programmes,n_programmes,scopus_id,scopus_url,google_scholar_id
"Mohannad Salameh Alkhalaileh, Ph.D",Education/Humanities,Postgraduate Professional Diploma in Teaching,1,55545318300,https://www.scopus.com/authid/detail.uri?authorId=55545318300,6yclcP8AAAAJ
"Sura Qiqieh, Ph.D",Education/Humanities,Bachelor of Arts in English Language and Translation; Postgraduate Professional Diploma in Teaching; Postgraduate Professional Diploma in Early Childhood Education,3,58538321700,https://www.scopus.com/authid/detail.uri?authorId=58538321700,-V-Nz74AAAAJ
"Shirin Abdallah AlAmoor, Ph.D",Education/Humanities,Bachelor of Arts in Applied Psychology,1,5861206300,https://www.scopus.com/authid/detail.uri?authorId=5861206300,ApYtSM4AAAAJ
"Maram Salah Jaradat, Ph.D",Education/Humanities,Postgraduate Professional Diploma in Teaching,1,57201584144,https://www.scopus.com/authid/detail.uri?authorId=57201584144,SeDEI34AAAAJ
"Abdeldjalil Bouzenoun, Ph.D",Education/Humanities,Bachelor of Arts in English Language and Translation; Postgraduate Professional Diploma in Teaching; Postgraduate Professional Diploma in Early Childhood Education,3,58712340900,https://www.scopus.com/authid/detail.uri?authorId=58712340900,6E9yYvUAAAAJ
"Jihan Yousef, Ph.D",Education/Humanities,Postgraduate Professional Diploma in Teaching,1,58290704200,https://www.scopus.com/authid/detail.uri?authorId=58290704200,1LbDtTwAAAAJ
"Dima Farhat, Ph.D",Education/Humanities,Bachelor of Arts in English Language and Translation; Postgraduate Professional Diploma in Teaching,2,59390231700,https://www.scopus.com/authid/detail.uri?authorId=59390231700,5GXlrS4AAAAJ
"Amjad Alhenawi, Ph.D",Education/Humanities,none,0,,,
"Amjad Kamal Owais, MA",Education/Humanities,Bachelor of Arts in English Language and Translation; Bachelor of Education - English Language Teacher Education,2,57216809009,https://www.scopus.com/authid/detail.uri?authorId=57216809009,nZc9rVoAAAAJ
"Moath Kalef Al Omery, MA",Education/Humanities,Bachelor in Islamic Studies,1,57215814165,https://www.scopus.com/authid/detail.uri?authorId=57215814165,kl7Yd98AAAAJ
Reem Hamad Sala,Education/Humanities,none,0,,,
Randa Radwan Abu Eida,Education/Humanities,none,0,,,
Mariam Alnaqbi,Education/Humanities,none,0,,,
"Rahima Aissani, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,57201681276,https://www.scopus.com/authid/detail.uri?authorId=57201681276,Pc37sxAAAAAJ
"Mohammed Taher Nuseir, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,26638922500,https://www.scopus.com/authid/detail.uri?authorId=26638922500,CG0t050AAAAJ
"Rania Abdallah, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,58516968500,https://www.scopus.com/authid/detail.uri?authorId=58516968500,WgyCSzcAAAAJ
"Muhammad noor aladwan,Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,57212214124,https://www.scopus.com/authid/detail.uri?authorId=57212214124,GGaP2bcAAAAJ
"Reneh Abokhoza, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,57217288397,https://www.scopus.com/authid/detail.uri?authorId=57217288397,
"Nahida Makhadmeh, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,56223821600,https://www.scopus.com/authid/detail.uri?authorId=56223821600,Y08Re8QAAAAJ
"Ahmad AlJumah, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,57200986764,https://www.scopus.com/authid/detail.uri?authorId=57200986764,ldgPnGkAAAAJ
"Sawsan Taha, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,58079096600,https://www.scopus.com/authid/detail.uri?authorId=58079096600,xiRQosMAAAAJ
"Amer Khaled Ahmed, Ph.D",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis; Master of Arts in Digital Media and Public Relations,6,57821359000,https://www.scopus.com/authid/detail.uri?authorId=57821359000,lCYPI5QAAAAJ
"Ala’aldin Zahra, PhD",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis,5,58105071500,https://www.scopus.com/authid/detail.uri?authorId=58105071500,KDyXst8AAAAJ
"Farah Saboune, PhD",Communication,Bachelor of Mass Communication and Media; Bachelor of Digital Media; Bachelor of Advertising and Digital Marketing; Bachelor of Public Relations; Bachelor of Communication and Crisis,5,58244574400,https://www.scopus.com/authid/detail.uri?authorId=58244574400,vcBSbS8AAAAJ
Haneen Shabaneh,Communication,none,0,,,
Reem Mohamed Shehada,Communication,none,0,,,
Tasnim Koufi,Communication,none,0,,,
Geron Galela Ronquillo,Communication,none,0,,,
"Firas Abedal-Rahman Alquran, Ph.d",Dentistry,none,0,,,
"Sabrin Azim, PhD",Dentistry,none,0,,,
"Niazur Rahman, Ph.D",Dentistry,none,0,14825540600,https://www.scopus.com/authid/detail.uri?authorId=14825540600,YGrUVM4AAAAJ
Sara Gad,Dentistry,none,0,,,
Tala Alaa Altamimi,Dentistry,none,0,,,
"Lo'ai AbuSharour, Ph.D",Nursing,none,0,57192697518,https://www.scopus.com/authid/detail.uri?authorId=57192697518,2cj2BWwAAAAJ
"Azza Galal Ramadan,Ph.D",Nursing,none,0,57221312212,https://www.scopus.com/authid/detail.uri?authorId=57221312212,2_DvGj8AAAAJ
"Nadeen Alshakhshir, Ph.D",Nursing,none,0,,,
Alaa Masoud,Nursing,none,0,,,
